timestamp,open,high,low,close,volume
2021-07-23T00:00:00Z,172.77999877929688,172.77999877929688,166.0500030517578,170.57000732421875,997334.0
2021-07-26T00:00:00Z,174.83999633789062,174.83999633789062,169.10000610351562,170.27999877929688,1124977.0
2021-07-27T00:00:00Z,174.74000549316406,174.74000549316406,169.24000549316406,169.67999267578125,1005585.0
2021-07-28T00:00:00Z,172.5500030517578,172.5500030517578,167.39999389648438,169.33999633789062,1800475.0
2021-07-29T00:00:00Z,170.25,170.9499969482422,168.4499969482422,169.9499969482422,553884.0
2021-07-30T00:00:00Z,179.89999389648438,179.89999389648438,135.50999450683594,169.69000244140625,991454.0
2021-08-02T00:00:00Z,174.69000244140625,174.69000244140625,170.0,171.0,953704.0
2021-08-03T00:00:00Z,172.5800018310547,173.39999389648438,161.0,173.27000427246094,1725861.0
2021-08-04T00:00:00Z,174.75,175.0,173.14999389648438,174.6699981689453,1283417.0
2021-08-05T00:00:00Z,177.39999389648438,177.39999389648438,172.5500030517578,175.1300048828125,1016990.0
2021-08-06T00:00:00Z,188.75,188.75,174.64999389648438,174.85000610351562,763764.0
2021-08-09T00:00:00Z,177.8000030517578,177.8000030517578,170.14999389648438,175.41000366210938,717383.0
2021-08-10T00:00:00Z,175.89999389648438,176.25,174.82000732421875,175.6300048828125,772380.0
2021-08-11T00:00:00Z,188.9499969482422,188.9499969482422,160.14999389648438,175.3699951171875,958183.0
2021-08-12T00:00:00Z,176.6999969482422,176.6999969482422,174.5500030517578,176.1699981689453,793639.0
2021-08-13T00:00:00Z,189.8000030517578,189.8000030517578,175.5500030517578,177.94000244140625,1213494.0
2021-08-16T00:00:00Z,179.89999389648438,179.89999389648438,176.60000610351562,178.60000610351562,758499.0
2021-08-17T00:00:00Z,182.44000244140625,182.44000244140625,155.39999389648438,178.91000366210938,733550.0
2021-08-18T00:00:00Z,194.75,194.75,174.6300048828125,178.75999450683594,1545056.0
2021-08-20T00:00:00Z,194.0,194.0,176.0800018310547,177.32000732421875,1825110.0
2021-08-23T00:00:00Z,193.42999267578125,193.42999267578125,177.0,178.10000610351562,899824.0
2021-08-24T00:00:00Z,188.42999267578125,188.42999267578125,167.4499969482422,179.4600067138672,801419.0
2021-08-25T00:00:00Z,193.9499969482422,193.9499969482422,179.1999969482422,179.47000122070312,640105.0
2021-08-26T00:00:00Z,190.0,190.0,179.0,179.52000427246094,822706.0
2021-08-27T00:00:00Z,184.8300018310547,184.8300018310547,168.6999969482422,180.24000549316406,773596.0
2021-08-30T00:00:00Z,187.9499969482422,187.9499969482422,179.3000030517578,182.57000732421875,1108398.0
2021-08-31T00:00:00Z,193.42999267578125,193.42999267578125,182.00999450683594,184.5500030517578,1826619.0
2021-09-01T00:00:00Z,187.6999969482422,187.6999969482422,171.16000366210938,184.30999755859375,2863644.0
2021-09-02T00:00:00Z,185.25,186.0,180.25,185.9600067138672,887174.0
2021-09-03T00:00:00Z,172.30999755859375,193.38999938964844,172.30999755859375,186.91000366210938,1329680.0
2021-09-06T00:00:00Z,186.9600067138672,188.4499969482422,186.9600067138672,187.5500030517578,1038640.0
2021-09-07T00:00:00Z,187.9499969482422,188.39999389648438,186.60000610351562,187.1699981689453,855784.0
2021-09-08T00:00:00Z,188.44000244140625,188.44000244140625,186.35000610351562,187.13999938964844,1193553.0
2021-09-09T00:00:00Z,193.38999938964844,193.38999938964844,186.0500030517578,187.4199981689453,541346.0
2021-09-13T00:00:00Z,188.1999969482422,188.1999969482422,186.4499969482422,187.11000061035156,1223906.0
2021-09-14T00:00:00Z,214.8300018310547,214.8300018310547,180.16000366210938,187.5399932861328,738023.0
2021-09-15T00:00:00Z,163.1999969482422,192.35000610351562,163.1999969482422,189.00999450683594,671943.0
2021-09-16T00:00:00Z,191.9499969482422,191.9499969482422,188.60000610351562,190.22000122070312,775593.0
2021-09-17T00:00:00Z,173.10000610351562,195.38999938964844,173.10000610351562,189.82000732421875,1221723.0
2021-09-20T00:00:00Z,187.4499969482422,190.24000549316406,187.39999389648438,187.86000061035156,1422295.0
2021-09-21T00:00:00Z,199.64999389648438,199.64999389648438,187.1199951171875,189.66000366210938,4120688.0
2021-09-22T00:00:00Z,192.83999633789062,192.83999633789062,189.05999755859375,189.69000244140625,4307400.0
2021-09-23T00:00:00Z,194.39999389648438,194.39999389648438,190.0,192.2899932861328,1010781.0
2021-09-24T00:00:00Z,197.39999389648438,197.39999389648438,188.0,192.6300048828125,1273255.0
2021-09-27T00:00:00Z,204.74000549316406,204.74000549316406,183.66000366210938,192.7899932861328,1562160.0
2021-09-28T00:00:00Z,221.6999969482422,221.6999969482422,189.86000061035156,191.44000244140625,2048952.0
2021-09-29T00:00:00Z,174.1999969482422,209.0,174.1999969482422,191.14999389648438,947847.0
2021-09-30T00:00:00Z,197.44000244140625,197.44000244140625,189.1999969482422,190.11000061035156,1268872.0
2021-10-01T00:00:00Z,193.5,193.5,188.4199981689453,189.22000122070312,1588636.0
2021-10-04T00:00:00Z,187.0500030517578,197.38999938964844,187.0500030517578,191.02999877929688,1077774.0
2021-10-05T00:00:00Z,191.64999389648438,192.3000030517578,189.6999969482422,192.1999969482422,1027571.0
2021-10-06T00:00:00Z,199.38999938964844,199.38999938964844,187.10000610351562,190.19000244140625,1363144.0
2021-10-07T00:00:00Z,187.0500030517578,193.07000732421875,187.0500030517578,191.82000732421875,791922.0
2021-10-08T00:00:00Z,197.44000244140625,197.44000244140625,190.14999389648438,192.5800018310547,995591.0
2021-10-11T00:00:00Z,193.1199951171875,194.0,167.5,193.08999633789062,980337.0
