timestamp,open,high,low,close,volume
2023-07-23T00:00:00Z,29790.111328125,30330.640625,29741.52734375,30084.5390625,9220145050.0
2023-07-24T00:00:00Z,30081.662109375,30093.39453125,28934.294921875,29176.916015625,15395817395.0
2023-07-25T00:00:00Z,29178.970703125,29353.16015625,29062.43359375,29227.390625,10266772793.0
2023-07-26T00:00:00Z,29225.759765625,29675.552734375,29113.912109375,29354.97265625,13497554655.0
2023-07-27T00:00:00Z,29353.798828125,29560.966796875,29099.3515625,29210.689453125,10770779217.0
2023-07-28T00:00:00Z,29212.1640625,29521.513671875,29125.845703125,29319.24609375,11218474952.0
2023-07-29T00:00:00Z,29319.4453125,29396.84375,29264.166015625,29356.91796875,6481775959.0
2023-07-30T00:00:00Z,29357.09375,29443.169921875,29059.501953125,29275.30859375,8678454527.0
2023-07-31T00:00:00Z,29278.314453125,29489.873046875,29131.578125,29230.111328125,11656781982.0
2023-08-01T00:00:00Z,29230.873046875,29675.732421875,28657.0234375,29675.732421875,18272392391.0
2023-08-02T00:00:00Z,29704.146484375,29987.998046875,28946.509765625,29151.958984375,19212655598.0
2023-08-03T00:00:00Z,29161.8125,29375.70703125,28959.48828125,29178.6796875,12780357746.0
2023-08-04T00:00:00Z,29174.3828125,29302.078125,28885.3359375,29074.091796875,12036639988.0
2023-08-05T00:00:00Z,29075.388671875,29102.46484375,28957.796875,29042.126953125,6598366353.0
2023-08-06T00:00:00Z,29043.701171875,29160.822265625,28963.833984375,29041.85546875,7269806994.0
2023-08-07T00:00:00Z,29038.513671875,29244.28125,28724.140625,29180.578125,13618163710.0
2023-08-08T00:00:00Z,29180.01953125,30176.796875,29113.814453125,29765.4921875,17570561357.0
2023-08-09T00:00:00Z,29766.6953125,30093.435546875,29376.80078125,29561.494140625,18379521213.0
2023-08-10T00:00:00Z,29563.97265625,29688.564453125,29354.447265625,29429.591796875,11865344789.0
2023-08-11T00:00:00Z,29424.90234375,29517.7734375,29253.517578125,29397.71484375,10195168197.0
2023-08-12T00:00:00Z,29399.787109375,29465.11328125,29357.587890625,29415.96484375,6194358008.0
2023-08-13T00:00:00Z,29416.59375,29441.43359375,29265.806640625,29282.9140625,7329897180.0
2023-08-14T00:00:00Z,29283.263671875,29660.25390625,29124.10546875,29408.443359375,14013695304.0
2023-08-15T00:00:00Z,29408.048828125,29439.12109375,29088.853515625,29170.34765625,12640195779.0
2023-08-16T00:00:00Z,29169.07421875,29221.9765625,28701.779296875,28701.779296875,14949271904.0
2023-08-17T00:00:00Z,28699.802734375,28745.947265625,25409.111328125,26664.55078125,31120851211.0
2023-08-18T00:00:00Z,26636.078125,26808.1953125,25668.921875,26049.556640625,24026236529.0
2023-08-19T00:00:00Z,26047.83203125,26249.44921875,25802.408203125,26096.205078125,10631443812.0
2023-08-20T00:00:00Z,26096.861328125,26260.681640625,26004.314453125,26189.583984375,9036580420.0
2023-08-21T00:00:00Z,26188.69140625,26220.201171875,25846.087890625,26124.140625,13371557893.0
2023-08-22T00:00:00Z,26130.748046875,26135.5078125,25520.728515625,26031.65625,14503820706.0
2023-08-23T00:00:00Z,26040.474609375,26786.8984375,25804.998046875,26431.640625,16985265785.0
2023-08-24T00:00:00Z,26431.51953125,26554.91015625,25914.92578125,26162.373046875,12871532023.0
2023-08-25T00:00:00Z,26163.6796875,26248.103515625,25786.8125,26047.66796875,12406045118.0
2023-08-26T00:00:00Z,26047.234375,26107.384765625,25983.87890625,26008.462890625,6034817316.0
2023-08-27T00:00:00Z,26008.2421875,26165.373046875,25965.09765625,26089.693359375,6913768611.0
2023-08-28T00:00:00Z,26089.615234375,26198.578125,25880.599609375,26106.150390625,11002805166.0
2023-08-29T00:00:00Z,26102.486328125,28089.337890625,25912.62890625,27727.392578125,29368391712.0
2023-08-30T00:00:00Z,27726.083984375,27760.16015625,27069.20703125,27297.265625,16343655235.0
2023-08-31T00:00:00Z,27301.9296875,27456.078125,25752.9296875,25931.47265625,20181001451.0
2023-09-01T00:00:00Z,25934.021484375,26125.869140625,25362.609375,25800.724609375,17202862221.0
2023-09-02T00:00:00Z,25800.91015625,25970.28515625,25753.09375,25868.798828125,10100387473.0
2023-09-03T00:00:00Z,25869.47265625,26087.1484375,25817.03125,25969.56640625,8962524523.0
2023-09-04T00:00:00Z,25968.169921875,26081.525390625,25657.025390625,25812.416015625,10680635106.0
2023-09-05T00:00:00Z,25814.95703125,25858.375,25589.98828125,25779.982421875,11094740040.0
2023-09-06T00:00:00Z,25783.931640625,25953.015625,25404.359375,25753.236328125,12752705327.0
2023-09-07T00:00:00Z,25748.3125,26409.302734375,25608.201171875,26240.1953125,11088307100.0
2023-09-08T00:00:00Z,26245.208984375,26414.005859375,25677.48046875,25905.654296875,10817356400.0
2023-09-09T00:00:00Z,25905.42578125,25921.9765625,25810.494140625,25895.677734375,5481314132.0
2023-09-10T00:00:00Z,25895.2109375,25978.130859375,25640.26171875,25832.2265625,7899553047.0
2023-09-11T00:00:00Z,25831.71484375,25883.947265625,24930.296875,25162.654296875,14600006467.0
2023-09-12T00:00:00Z,25160.658203125,26451.939453125,25133.078125,25833.34375,18657279324.0
2023-09-13T00:00:00Z,25837.5546875,26376.11328125,25781.123046875,26228.32421875,13072077070.0
2023-09-14T00:00:00Z,26228.27734375,26774.623046875,26171.451171875,26539.673828125,13811359124.0
2023-09-15T00:00:00Z,26533.818359375,26840.498046875,26240.701171875,26608.693359375,11479735788.0
2023-09-16T00:00:00Z,26606.19921875,26754.76953125,26473.890625,26568.28125,7402031417.0
2023-09-17T00:00:00Z,26567.927734375,26617.998046875,26445.07421875,26534.1875,6774210670.0
2023-09-18T00:00:00Z,26532.994140625,27414.734375,26415.515625,26754.28125,15615339655.0
2023-09-19T00:00:00Z,26760.8515625,27488.763671875,26681.60546875,27211.1171875,13807690550.0
2023-09-20T00:00:00Z,27210.228515625,27379.505859375,26864.08203125,27132.0078125,13281116604.0
2023-09-21T00:00:00Z,27129.83984375,27152.939453125,26389.30078125,26567.6328125,13371443708.0
